,gvkey,predicted_return,trade_date
3737,65609,0.0241545542285148,2021-06-01
3738,66446,0.0241976314501577,2021-06-01
3739,160893,0.0241976314501577,2021-06-01
3740,165123,0.0251679047857701,2021-06-01
3741,177983,0.0241976314501577,2021-06-01
3742,186310,0.0237006620895866,2021-06-01
3743,1045,0.0349409468472003,2021-09-01
3744,2312,0.0278410613536834,2021-09-01
3745,2574,0.0291490480303764,2021-09-01
3746,3062,0.0278410613536834,2021-09-01
3747,4321,0.0278410613536834,2021-09-01
3748,4818,0.0299671739339828,2021-09-01
3749,5046,0.0294304173439741,2021-09-01
3750,7085,0.0278410613536834,2021-09-01
3751,7921,0.030648685991764,2021-09-01
3752,8402,0.0285541769117116,2021-09-01
3753,8463,0.0278410613536834,2021-09-01
3754,9225,0.0278410613536834,2021-09-01
3755,10581,0.0278410613536834,2021-09-01
3756,14225,0.0423117578029632,2021-09-01
3757,24617,0.0423117578029632,2021-09-01
3758,26590,0.0278410613536834,2021-09-01
3759,29901,0.0423117578029632,2021-09-01
3760,36191,0.0278410613536834,2021-09-01
3761,65609,0.0278410613536834,2021-09-01
3762,66446,0.0278880205005407,2021-09-01
3763,163036,0.0279715154320001,2021-09-01
3764,165123,0.0278410613536834,2021-09-01
3765,179657,0.0278410613536834,2021-09-01
3766,180112,0.0299671739339828,2021-09-01
3767,1045,0.0528735119398934,2021-12-01
3768,1230,0.0308282789444296,2021-12-01
3769,2285,0.0329464086165213,2021-12-01
3770,2574,0.0401324169266048,2021-12-01
3771,3278,0.0306680759610018,2021-12-01
3772,3851,0.0474828526449304,2021-12-01
3773,4818,0.0431520232153144,2021-12-01
3774,6994,0.0540912808175021,2021-12-01
3775,7085,0.0395432225668145,2021-12-01
3776,7991,0.037777830544989,2021-12-01
3777,8606,0.0308589941014837,2021-12-01
3778,9225,0.0341409628148707,2021-12-01
3779,9882,0.0344496374858921,2021-12-01
3780,10581,0.0302560694265083,2021-12-01
3781,11600,0.0340744979239999,2021-12-01
3782,14225,0.0340931998230801,2021-12-01
3783,20116,0.035648644178313,2021-12-01
3784,23546,0.0400268244724738,2021-12-01
3785,28590,0.0331429268708841,2021-12-01
3786,35077,0.0368370758720513,2021-12-01
3787,148349,0.0323553362695584,2021-12-01
3788,179657,0.0404831024318193,2021-12-01
3789,180112,0.050237369016601,2021-12-01
3790,189491,0.0318076771277724,2021-12-01
3791,1230,0.0294154398143291,2022-03-01
3792,1891,0.0291281454265117,2022-03-01
3793,2574,0.0291281454265117,2022-03-01
3794,3863,0.0291281454265117,2022-03-01
3795,4598,0.0292905569076538,2022-03-01
3796,4818,0.0378680564463138,2022-03-01
3797,5047,0.0354864262044429,2022-03-01
3798,5959,0.0291281454265117,2022-03-01
3799,6994,0.0322481580078601,2022-03-01
3800,7085,0.0291281454265117,2022-03-01
3801,7923,0.0296432469040155,2022-03-01
3802,9299,0.029568450525403,2022-03-01
3803,9882,0.0294154398143291,2022-03-01
3804,14477,0.0291281454265117,2022-03-01
3805,20116,0.0294283162802457,2022-03-01
3806,28192,0.0291281454265117,2022-03-01
3807,28590,0.0291281454265117,2022-03-01
3808,36191,0.0291281454265117,2022-03-01
3809,66065,0.0299305412918329,2022-03-01
3810,112168,0.0291281454265117,2022-03-01
3811,143912,0.0292570553719997,2022-03-01
3812,165123,0.0291281454265117,2022-03-01
3813,176928,0.0291281454265117,2022-03-01
3814,179657,0.0291281454265117,2022-03-01
3815,180112,0.0322481580078601,2022-03-01
3816,316056,0.0291281454265117,2022-03-01
3817,1045,0.033038530498743,2022-06-01
3818,1230,0.0340842716395854,2022-06-01
3819,2285,0.0327566526830196,2022-06-01
3820,2574,0.0313286706805229,2022-06-01
3821,3851,0.0340842716395854,2022-06-01
3822,4423,0.0313286706805229,2022-06-01
3823,4598,0.0313286706805229,2022-06-01
3824,4818,0.0318147726356983,2022-06-01
3825,5256,0.0313286706805229,2022-06-01
3826,5959,0.0313286706805229,2022-06-01
3827,6994,0.0323140956461429,2022-06-01
3828,7085,0.0319896563887596,2022-06-01
3829,7435,0.0313286706805229,2022-06-01
3830,7923,0.0313286706805229,2022-06-01
3831,8606,0.0336626395583152,2022-06-01
3832,9299,0.0313286706805229,2022-06-01
3833,9882,0.0318147726356983,2022-06-01
3834,10016,0.0313286706805229,2022-06-01
3835,10867,0.0313286706805229,2022-06-01
3836,10920,0.0313286706805229,2022-06-01
3837,14477,0.0313286706805229,2022-06-01
3838,20116,0.0318147726356983,2022-06-01
3839,23546,0.0318147726356983,2022-06-01
3840,28192,0.0313286706805229,2022-06-01
3841,28590,0.0313286706805229,2022-06-01
3842,36191,0.0313286706805229,2022-06-01
3843,66065,0.0318147726356983,2022-06-01
3844,163036,0.0320543609559536,2022-06-01
3845,165123,0.0313286706805229,2022-06-01
3846,176928,0.0313286706805229,2022-06-01
3847,179657,0.0313286706805229,2022-06-01
3848,180652,0.0313286706805229,2022-06-01
3849,316056,0.0313286706805229,2022-06-01
3850,1045,0.0506627932263182,2022-09-01
3851,1230,0.0352465679832975,2022-09-01
3852,1891,0.0348108992952166,2022-09-01
3853,2574,0.0348493670346823,2022-09-01
3854,3863,0.0348129114895943,2022-09-01
3855,4108,0.0363900243167067,2022-09-01
3856,4598,0.0352288469116926,2022-09-01
3857,5047,0.0385131128505585,2022-09-01
3858,6994,0.0439627760043778,2022-09-01
3859,7435,0.0351391521199213,2022-09-01
3860,7923,0.0351391521199213,2022-09-01
3861,9882,0.0361910115395517,2022-09-01
3862,10016,0.0350038635714,2022-09-01
3863,10920,0.0352024711900542,2022-09-01
3864,14477,0.0351006843804556,2022-09-01
3865,20116,0.036143710501194,2022-09-01
3866,23546,0.0367333930297337,2022-09-01
3867,28192,0.0348493670346823,2022-09-01
3868,28590,0.0348165283489941,2022-09-01
3869,35077,0.0423140302106713,2022-09-01
3870,36191,0.0348493670346823,2022-09-01
3871,66065,0.0350353196212865,2022-09-01
3872,165123,0.0351617470519342,2022-09-01
3873,176928,0.0351656143502832,2022-09-01
3874,316056,0.0348108992952166,2022-09-01
3875,1045,0.0730639806364767,2022-12-01
3876,1891,0.0330112586077121,2022-12-01
3877,2285,0.0484201863568155,2022-12-01
3878,2574,0.0327064791646068,2022-12-01
3879,3863,0.0408431175175361,2022-12-01
3880,4108,0.0335947229480237,2022-12-01
3881,4321,0.0341272756598469,2022-12-01
3882,5047,0.0456914313933528,2022-12-01
3883,5860,0.0332192038910878,2022-12-01
3884,6994,0.0473583593549001,2022-12-01
3885,7921,0.0346397834488494,2022-12-01
3886,8253,0.0331418320805926,2022-12-01
3887,8606,0.044559817576262,2022-12-01
3888,9882,0.0326759887296567,2022-12-01
3889,23546,0.0353088645470269,2022-12-01
3890,28192,0.0327064791646068,2022-12-01
3891,35077,0.0484201863568155,2022-12-01
3892,36191,0.0327064791646068,2022-12-01
3893,143912,0.0329125794137856,2022-12-01
3894,163036,0.0380922514795545,2022-12-01
3895,176928,0.0327064791646068,2022-12-01
3896,180112,0.0490969795375579,2022-12-01
3897,186278,0.0390783234490444,2022-12-01
3898,316056,0.0327064791646068,2022-12-01
3899,1045,0.0481381118297576,2023-03-01
3900,1230,0.0271083489060401,2023-03-01
3901,1300,0.0304344240576028,2023-03-01
3902,1891,0.0271083489060401,2023-03-01
3903,2285,0.0525430738925933,2023-03-01
3904,2574,0.0271083489060401,2023-03-01
3905,3863,0.0303943548351526,2023-03-01
3906,4108,0.0274739004671573,2023-03-01
3907,4423,0.0271083489060401,2023-03-01
3908,6216,0.0279312394559383,2023-03-01
3909,7921,0.0286403708159923,2023-03-01
3910,8358,0.0271083489060401,2023-03-01
3911,9882,0.0271083489060401,2023-03-01
3912,10983,0.0273514166474342,2023-03-01
3913,11600,0.0278087556362152,2023-03-01
3914,14225,0.0283999368548393,2023-03-01
3915,14477,0.0271083489060401,2023-03-01
3916,20116,0.0271083489060401,2023-03-01
3917,23546,0.0271083489060401,2023-03-01
3918,24617,0.0283999368548393,2023-03-01
3919,28192,0.0271083489060401,2023-03-01
3920,29901,0.0286403708159923,2023-03-01
3921,36191,0.0271083489060401,2023-03-01
3922,112168,0.0271083489060401,2023-03-01
3923,143912,0.0286403708159923,2023-03-01
3924,165123,0.0271083489060401,2023-03-01
3925,176928,0.0271083489060401,2023-03-01
3926,180112,0.0302306748926639,2023-03-01
3927,180652,0.0271083489060401,2023-03-01
3928,189491,0.0286403708159923,2023-03-01
3929,316056,0.0271083489060401,2023-03-01
3930,1045,0.0505790002644062,2023-06-01
3931,1230,0.0280976369976997,2023-06-01
3932,1598,0.0280976369976997,2023-06-01
3933,2285,0.0284705590456724,2023-06-01
3934,2312,0.0280976369976997,2023-06-01
3935,2574,0.0280976369976997,2023-06-01
3936,3851,0.0280976369976997,2023-06-01
3937,3863,0.0505790002644062,2023-06-01
3938,4058,0.0280976369976997,2023-06-01
3939,4423,0.0280976369976997,2023-06-01
3940,4494,0.0280976369976997,2023-06-01
3941,4818,0.0280976369976997,2023-06-01
3942,5492,0.0284556876868009,2023-06-01
3943,5764,0.0280976369976997,2023-06-01
3944,5783,0.0280976369976997,2023-06-01
3945,5959,0.0280976369976997,2023-06-01
3946,6216,0.0293909832835197,2023-06-01
3947,7085,0.0280976369976997,2023-06-01
3948,7435,0.0280976369976997,2023-06-01
3949,7923,0.0280976369976997,2023-06-01
3950,7991,0.0280976369976997,2023-06-01
3951,8463,0.0280976369976997,2023-06-01
3952,8606,0.0647397637367248,2023-06-01
3953,9225,0.0280976369976997,2023-06-01
3954,9299,0.0280976369976997,2023-06-01
3955,9882,0.0280976369976997,2023-06-01
3956,10016,0.0280976369976997,2023-06-01
3957,10519,0.0280976369976997,2023-06-01
3958,10581,0.0280976369976997,2023-06-01
3959,10867,0.0280976369976997,2023-06-01
3960,10920,0.0280976369976997,2023-06-01
3961,10983,0.0284556876868009,2023-06-01
3962,11600,0.0293909832835197,2023-06-01
3963,14477,0.0280976369976997,2023-06-01
3964,15267,0.0280976369976997,2023-06-01
3965,20116,0.0280976369976997,2023-06-01
3966,23546,0.0280976369976997,2023-06-01
3967,26590,0.0280976369976997,2023-06-01
3968,28192,0.0280976369976997,2023-06-01
3969,28590,0.0280976369976997,2023-06-01
3970,29901,0.0361215993762016,2023-06-01
3971,35077,0.0284705590456724,2023-06-01
3972,36191,0.0280976369976997,2023-06-01
3973,60979,0.0280976369976997,2023-06-01
3974,63527,0.0280976369976997,2023-06-01
3975,65609,0.0280976369976997,2023-06-01
3976,112168,0.0280976369976997,2023-06-01
3977,160893,0.0280976369976997,2023-06-01
3978,163036,0.0280976369976997,2023-06-01
3979,165123,0.0280976369976997,2023-06-01
3980,176928,0.0280976369976997,2023-06-01
3981,179657,0.0284556876868009,2023-06-01
3982,180112,0.0293909832835197,2023-06-01
3983,180652,0.0280976369976997,2023-06-01
3984,183736,0.0280976369976997,2023-06-01
3985,186278,0.0293909832835197,2023-06-01
3986,186310,0.0293909832835197,2023-06-01
3987,316056,0.0280976369976997,2023-06-01
3988,1045,0.0383756833835562,2023-09-01
3989,2285,0.0272555701024481,2023-09-01
3990,2312,0.025340908785259,2023-09-01
3991,2817,0.0256121004959053,2023-09-01
3992,3835,0.0256121004959053,2023-09-01
3993,3863,0.0383756833835562,2023-09-01
3994,4494,0.025340908785259,2023-09-01
3995,4598,0.025340908785259,2023-09-01
3996,4818,0.0279270297301981,2023-09-01
3997,5046,0.0256121004959053,2023-09-01
3998,5492,0.0273594844984501,2023-09-01
3999,6216,0.0273594844984501,2023-09-01
4000,6268,0.0275519952202442,2023-09-01
4001,6774,0.0256121004959053,2023-09-01
4002,7923,0.025340908785259,2023-09-01
4003,7985,0.0256121004959053,2023-09-01
4004,8606,0.0342006177526404,2023-09-01
4005,10920,0.025340908785259,2023-09-01
4006,10983,0.0273594844984501,2023-09-01
4007,15267,0.025340908785259,2023-09-01
4008,20116,0.0261125630602597,2023-09-01
4009,35077,0.0279270297301981,2023-09-01
4010,177983,0.0258360659072435,2023-09-01
4011,179657,0.0273594844984501,2023-09-01
4012,180652,0.025340908785259,2023-09-01
4013,186310,0.0256121004959053,2023-09-01
4014,316056,0.025340908785259,2023-09-01
4015,1045,0.0559988893217308,2023-12-01
4016,1230,0.0473320562988307,2023-12-01
4017,2312,0.0351648949432674,2023-12-01
4018,2574,0.0333112873642432,2023-12-01
4019,3278,0.0371078693081282,2023-12-01
4020,3650,0.0282407398384679,2023-12-01
4021,3851,0.0424807812898357,2023-12-01
4022,3863,0.0505679293843935,2023-12-01
4023,4818,0.042118157928921,2023-12-01
4024,6994,0.0485230361252593,2023-12-01
4025,7085,0.0328622476585869,2023-12-01
4026,7991,0.0401489178340108,2023-12-01
4027,8606,0.0411822107645098,2023-12-01
4028,9299,0.0394858146205448,2023-12-01
4029,9882,0.040021209788175,2023-12-01
4030,10581,0.0380784062521217,2023-12-01
4031,14225,0.0294647034815403,2023-12-01
4032,28192,0.0319313999857963,2023-12-01
4033,28590,0.0308326033345785,2023-12-01
4034,29901,0.0322359582787615,2023-12-01
4035,65609,0.0294739403949173,2023-12-01
4036,146017,0.032938104825256,2023-12-01
4037,160893,0.0373472957681649,2023-12-01
4038,165123,0.0349553868015165,2023-12-01
4039,180112,0.0296507786558329,2023-12-01
4040,1045,0.0357209675582226,2024-03-01
4041,2312,0.0243301620586969,2024-03-01
4042,3580,0.0236865848379243,2024-03-01
4043,4494,0.0243301620586969,2024-03-01
4044,4818,0.0236865848379243,2024-03-01
4045,5047,0.0247458033459417,2024-03-01
4046,6268,0.0262538177831619,2024-03-01
4047,6994,0.0238090852082081,2024-03-01
4048,9882,0.0253485782824784,2024-03-01
4049,10983,0.0249013632728236,2024-03-01
4050,11600,0.0243301620586969,2024-03-01
4051,15267,0.0243301620586969,2024-03-01
4052,22703,0.0291939825409042,2024-03-01
4053,24617,0.0237599819481717,2024-03-01
4054,26590,0.0237732185270565,2024-03-01
4055,29901,0.0242051800313222,2024-03-01
4056,36191,0.0243301620586969,2024-03-01
4057,65609,0.0235996439509117,2024-03-01
4058,143912,0.024991070928392,2024-03-01
4059,146017,0.0243301620586969,2024-03-01
4060,148349,0.0245579098398195,2024-03-01
4061,179657,0.0262538177831619,2024-03-01
4062,180112,0.0348014119922291,2024-03-01
4063,186278,0.0249013632728236,2024-03-01
4064,316056,0.0235996439509117,2024-03-01
4065,1045,0.0399037674069404,2024-06-03
4066,1230,0.020244862884283,2024-06-03
4067,1598,0.020244862884283,2024-06-03
4068,2285,0.020244862884283,2024-06-03
4069,2312,0.020244862884283,2024-06-03
4070,2574,0.020244862884283,2024-06-03
4071,3278,0.020244862884283,2024-06-03
4072,3851,0.020244862884283,2024-06-03
4073,3863,0.0232523698359727,2024-06-03
4074,4818,0.020244862884283,2024-06-03
4075,5783,0.020244862884283,2024-06-03
4076,7085,0.020244862884283,2024-06-03
4077,7991,0.020244862884283,2024-06-03
4078,8463,0.020244862884283,2024-06-03
4079,8606,0.0523700639605522,2024-06-03
4080,9225,0.020244862884283,2024-06-03
4081,9299,0.020244862884283,2024-06-03
4082,9882,0.020244862884283,2024-06-03
4083,10016,0.020244862884283,2024-06-03
4084,10519,0.020244862884283,2024-06-03
4085,10581,0.020244862884283,2024-06-03
4086,10920,0.020244862884283,2024-06-03
4087,11600,0.020244862884283,2024-06-03
4088,14477,0.020244862884283,2024-06-03
4089,22703,0.0215958748012781,2024-06-03
4090,23546,0.020244862884283,2024-06-03
4091,26590,0.020244862884283,2024-06-03
4092,28192,0.020244862884283,2024-06-03
4093,28590,0.020244862884283,2024-06-03
4094,35077,0.020244862884283,2024-06-03
4095,36191,0.020244862884283,2024-06-03
4096,43197,0.020244862884283,2024-06-03
4097,60979,0.020244862884283,2024-06-03
4098,65609,0.020244862884283,2024-06-03
4099,112168,0.020244862884283,2024-06-03
4100,163036,0.020244862884283,2024-06-03
4101,165123,0.020244862884283,2024-06-03
4102,176928,0.020244862884283,2024-06-03
4103,183736,0.020244862884283,2024-06-03
4104,316056,0.020244862884283,2024-06-03
4105,1045,0.0355899222195148,2024-09-03
4106,1230,0.0230865776538848,2024-09-03
4107,1300,0.0230865776538848,2024-09-03
4108,1598,0.0230865776538848,2024-09-03
4109,1891,0.0230865776538848,2024-09-03
4110,2285,0.0230865776538848,2024-09-03
4111,2312,0.0230865776538848,2024-09-03
4112,2574,0.0230865776538848,2024-09-03
4113,2817,0.0233266502618789,2024-09-03
4114,3062,0.0230865776538848,2024-09-03
4115,3278,0.0230865776538848,2024-09-03
4116,3580,0.0230865776538848,2024-09-03
4117,3650,0.0230865776538848,2024-09-03
4118,3835,0.0235424898564815,2024-09-03
4119,3851,0.0230865776538848,2024-09-03
4120,3863,0.0269302781671285,2024-09-03
4121,4058,0.0230865776538848,2024-09-03
4122,4108,0.0235424898564815,2024-09-03
4123,4199,0.0230865776538848,2024-09-03
4124,4321,0.0230865776538848,2024-09-03
4125,4423,0.0230865776538848,2024-09-03
4126,4598,0.0230865776538848,2024-09-03
4127,4818,0.0230865776538848,2024-09-03
4128,5046,0.0235424898564815,2024-09-03
4129,5256,0.0230865776538848,2024-09-03
4130,5492,0.0230865776538848,2024-09-03
4131,5764,0.0230865776538848,2024-09-03
4132,5783,0.0230865776538848,2024-09-03
4133,5860,0.0230865776538848,2024-09-03
4134,5878,0.0230865776538848,2024-09-03
4135,5959,0.0230865776538848,2024-09-03
4136,6774,0.027569904923439,2024-09-03
4137,6994,0.041157953441143,2024-09-03
4138,7085,0.0230865776538848,2024-09-03
4139,7435,0.0230865776538848,2024-09-03
4140,7921,0.0230865776538848,2024-09-03
4141,7923,0.0230865776538848,2024-09-03
4142,7985,0.0230865776538848,2024-09-03
4143,7991,0.0230865776538848,2024-09-03
4144,8253,0.0235424898564815,2024-09-03
4145,8358,0.0230865776538848,2024-09-03
4146,8402,0.0233266502618789,2024-09-03
4147,8463,0.0230865776538848,2024-09-03
4148,8606,0.0554536767303943,2024-09-03
4149,9203,0.0230865776538848,2024-09-03
4150,9225,0.0230865776538848,2024-09-03
4151,9299,0.0230865776538848,2024-09-03
4152,9882,0.0230865776538848,2024-09-03
4153,10016,0.0230865776538848,2024-09-03
4154,10519,0.0230865776538848,2024-09-03
4155,10581,0.0230865776538848,2024-09-03
4156,10867,0.0230865776538848,2024-09-03
4157,10920,0.0230865776538848,2024-09-03
4158,10983,0.0235424898564815,2024-09-03
4159,11600,0.0230865776538848,2024-09-03
4160,14477,0.0230865776538848,2024-09-03
4161,15267,0.0230865776538848,2024-09-03
4162,20116,0.0230865776538848,2024-09-03
4163,22703,0.0341587550938129,2024-09-03
4164,26590,0.0230865776538848,2024-09-03
4165,28192,0.0230865776538848,2024-09-03
4166,28590,0.0230865776538848,2024-09-03
4167,35077,0.0230865776538848,2024-09-03
4168,36190,0.0233266502618789,2024-09-03
4169,36191,0.0230865776538848,2024-09-03
4170,43197,0.0230865776538848,2024-09-03
4171,45169,0.0235424898564815,2024-09-03
4172,60979,0.0230865776538848,2024-09-03
4173,62823,0.0233266502618789,2024-09-03
4174,65609,0.0230865776538848,2024-09-03
4175,66065,0.0230865776538848,2024-09-03
4176,66446,0.0235424898564815,2024-09-03
4177,112168,0.0230865776538848,2024-09-03
4178,146017,0.0230865776538848,2024-09-03
4179,148349,0.0230865776538848,2024-09-03
4180,160893,0.0230865776538848,2024-09-03
4181,163036,0.0230865776538848,2024-09-03
4182,165123,0.0230865776538848,2024-09-03
4183,176928,0.0230865776538848,2024-09-03
4184,179657,0.0230865776538848,2024-09-03
4185,180652,0.0230865776538848,2024-09-03
4186,183736,0.0230865776538848,2024-09-03
4187,186310,0.0230865776538848,2024-09-03
4188,189491,0.0230865776538848,2024-09-03
4189,316056,0.0230865776538848,2024-09-03
4190,1230,0.0195836964994668,2024-12-02
4191,1300,0.0195836964994668,2024-12-02
4192,1598,0.0195836964994668,2024-12-02
4193,1891,0.0195836964994668,2024-12-02
4194,2285,0.0270758122205734,2024-12-02
4195,2312,0.0195836964994668,2024-12-02
4196,2574,0.0195836964994668,2024-12-02
4197,3062,0.0195836964994668,2024-12-02
4198,3278,0.027926618233323,2024-12-02
4199,3580,0.0195836964994668,2024-12-02
4200,3650,0.0195836964994668,2024-12-02
4201,3851,0.0195836964994668,2024-12-02
4202,4058,0.0195836964994668,2024-12-02
4203,4199,0.0195836964994668,2024-12-02
4204,4423,0.0195836964994668,2024-12-02
4205,4598,0.0195836964994668,2024-12-02
4206,4818,0.0195836964994668,2024-12-02
4207,5256,0.0195836964994668,2024-12-02
4208,5764,0.0195836964994668,2024-12-02
4209,5783,0.0195836964994668,2024-12-02
4210,5878,0.0195836964994668,2024-12-02
4211,5959,0.0195836964994668,2024-12-02
4212,6774,0.0242210570722818,2024-12-02
4213,6994,0.0357865057885646,2024-12-02
4214,7085,0.0195836964994668,2024-12-02
4215,7435,0.0195836964994668,2024-12-02
4216,7923,0.0195836964994668,2024-12-02
4217,7985,0.0195836964994668,2024-12-02
4218,7991,0.0195836964994668,2024-12-02
4219,8358,0.0195836964994668,2024-12-02
4220,8463,0.0195836964994668,2024-12-02
4221,9203,0.0195836964994668,2024-12-02
4222,9225,0.0195836964994668,2024-12-02
4223,9299,0.0195836964994668,2024-12-02
4224,9882,0.0195836964994668,2024-12-02
4225,10016,0.0195836964994668,2024-12-02
4226,10519,0.0195836964994668,2024-12-02
4227,10581,0.0195836964994668,2024-12-02
4228,10867,0.0195836964994668,2024-12-02
4229,10920,0.0195836964994668,2024-12-02
4230,11600,0.0195836964994668,2024-12-02
4231,14225,0.0195836964994668,2024-12-02
4232,14477,0.0195836964994668,2024-12-02
4233,15267,0.0195836964994668,2024-12-02
4234,20116,0.0195836964994668,2024-12-02
4235,22703,0.0203666724264621,2024-12-02
4236,23546,0.0195836964994668,2024-12-02
4237,24617,0.0195836964994668,2024-12-02
4238,26590,0.0195836964994668,2024-12-02
4239,28192,0.0195836964994668,2024-12-02
4240,28590,0.0195836964994668,2024-12-02
4241,29901,0.0195836964994668,2024-12-02
4242,35077,0.0195836964994668,2024-12-02
4243,36191,0.0195836964994668,2024-12-02
4244,43197,0.0195836964994668,2024-12-02
4245,50688,0.0307633504271507,2024-12-02
4246,60979,0.0195836964994668,2024-12-02
4247,65609,0.0195836964994668,2024-12-02
4248,66065,0.0195836964994668,2024-12-02
4249,112168,0.0195836964994668,2024-12-02
4250,143912,0.0242210570722818,2024-12-02
4251,146017,0.0195836964994668,2024-12-02
4252,148349,0.0195836964994668,2024-12-02
4253,160893,0.0195836964994668,2024-12-02
4254,163036,0.0195836964994668,2024-12-02
4255,165123,0.0195836964994668,2024-12-02
4256,176928,0.0195836964994668,2024-12-02
4257,179657,0.0259267166256904,2024-12-02
4258,180652,0.0195836964994668,2024-12-02
4259,183736,0.0195836964994668,2024-12-02
4260,186310,0.0195836964994668,2024-12-02
4261,189491,0.0195836964994668,2024-12-02
4262,316056,0.0195836964994668,2024-12-02
4263,2184,0.050487049486363,2001-03-01
4264,5125,0.0358290980058953,2001-03-01
4265,5680,0.1010266645115564,2001-03-01
4266,6733,0.0611022515499479,2001-03-01
4267,9611,0.04987529267575,2001-03-01
4268,13498,0.0617345872803311,2001-03-01
4269,15520,0.0529656240414479,2001-03-01
4270,25434,0.046498501579639,2001-03-01
4271,28191,0.0910051696608635,2001-03-01
4272,28742,0.0547847658482225,2001-03-01
4273,29736,0.0492764811570701,2001-03-01
4274,30259,0.0464132305082911,2001-03-01
4275,63643,0.0383136580706719,2001-03-01
4276,64768,0.0673630329610015,2001-03-01
4277,114524,0.0725465012601402,2001-03-01
4278,141459,0.068036527342918,2001-03-01
4279,2269,0.0304097272455692,2001-06-01
4280,4839,0.0300057046115398,2001-06-01
4281,6669,0.0305737741291522,2001-06-01
4282,7906,0.0304097272455692,2001-06-01
4283,8823,0.0276039857417345,2001-06-01
4284,9063,0.0269535686820745,2001-06-01
4285,11672,0.0289760995656251,2001-06-01
4286,12689,0.0305737741291522,2001-06-01
4287,15520,0.0259243696928024,2001-06-01
4288,24032,0.0397236049175262,2001-06-01
4289,25340,0.0278048459440469,2001-06-01
4290,28742,0.0274399388581514,2001-06-01
4291,31846,0.0332594886422157,2001-06-01
4292,64768,0.0470320023596286,2001-06-01
4293,140541,0.0295356418937444,2001-06-01
4294,141459,0.0454697348177433,2001-06-01
4295,2436,0.0395576572015019,2001-09-04
4296,6669,0.030621888307207,2001-09-04
4297,6829,0.0322718398557294,2001-09-04
4298,7154,0.0294203875198914,2001-09-04
4299,7922,0.031529964105558,2001-09-04
4300,8823,0.0345476857698189,2001-09-04
4301,11584,0.0312979650246033,2001-09-04
4302,12689,0.0358525395756079,2001-09-04
4303,13498,0.0300696610326216,2001-09-04
4304,25434,0.0330314572985058,2001-09-04
4305,30259,0.0588865562196984,2001-09-04
4306,31846,0.0316494122767694,2001-09-04
4307,61420,0.0405005984170788,2001-09-04
4308,114524,0.0552663550726182,2001-09-04
4309,140541,0.0395535173905008,2001-09-04
4310,141459,0.0561826888029756,2001-09-04
4311,2436,0.0430166849963599,2001-12-03
4312,6669,0.0648047150655664,2001-12-03
4313,6733,0.0482319018442792,2001-12-03
4314,8823,0.0635025420153298,2001-12-03
4315,9248,0.0511801312416608,2001-12-03
4316,11584,0.042047006285395,2001-12-03
4317,11672,0.039078881361162,2001-12-03
4318,12689,0.0588362702552901,2001-12-03
4319,15520,0.0439710238996091,2001-12-03
4320,25340,0.0666335326765131,2001-12-03
4321,28742,0.0380707752190036,2001-12-03
4322,29150,0.0459925545015433,2001-12-03
4323,29736,0.0657168497023911,2001-12-03
4324,30259,0.0603477415889102,2001-12-03
4325,61420,0.0470432615082083,2001-12-03
4326,65417,0.0519103224973833,2001-12-03
4327,2184,0.0549845701464064,2002-03-01
4328,4839,0.0417263515996677,2002-03-01
4329,6669,0.045012882097022,2002-03-01
4330,6829,0.0509472555516535,2002-03-01
4331,8823,0.0615013670244843,2002-03-01
4332,9248,0.0710767811665052,2002-03-01
4333,11672,0.0635201259954148,2002-03-01
4334,12459,0.0459431518479573,2002-03-01
4335,15520,0.0455947496051682,2002-03-01
4336,25340,0.0427427672902913,2002-03-01
4337,28118,0.0409316174228933,2002-03-01
4338,29736,0.0743617710798819,2002-03-01
4339,30259,0.0540895503867411,2002-03-01
4340,31846,0.0530718404452965,2002-03-01
4341,65417,0.0576473338817183,2002-03-01
4342,140541,0.0564423002742826,2002-03-01
4343,145049,0.0505040092771811,2002-03-01
4344,2269,0.0367599204637357,2002-06-03
4345,4839,0.0413494330494529,2002-06-03
4346,6669,0.0759093203613335,2002-06-03
4347,6829,0.0334607900893655,2002-06-03
4348,7906,0.039414228946203,2002-06-03
4349,8823,0.042724623556702,2002-06-03
4350,9248,0.0411339949424586,2002-06-03
4351,9611,0.0339034625981917,2002-06-03
4352,11672,0.0375322509890604,2002-06-03
4353,12459,0.0509386064593203,2002-06-03
4354,12689,0.0560557596433611,2002-06-03
4355,23809,0.0514848272033633,2002-06-03
4356,25340,0.0559434889758665,2002-06-03
4357,31846,0.070694893261501,2002-06-03
4358,64891,0.0473340012735759,2002-06-03
4359,65417,0.0536975706049107,2002-06-03
4360,140541,0.0607280213332968,2002-06-03
4361,2436,0.0495583274582428,2002-09-03
4362,4839,0.053567474855322,2002-09-03
4363,6669,0.0808060148186036,2002-09-03
4364,8823,0.0626436209243909,2002-09-03
4365,9063,0.0601380285541185,2002-09-03
4366,9248,0.0654961115580713,2002-09-03
4367,11672,0.0476944190986359,2002-09-03
4368,12459,0.0452764686170832,2002-09-03
4369,12689,0.0604413600269464,2002-09-03
4370,23809,0.0525486402245418,2002-09-03
4371,25340,0.0677504499216818,2002-09-03
4372,29736,0.075144804952581,2002-09-03
4373,31846,0.0432959743481199,2002-09-03
4374,61420,0.0488269085302342,2002-09-03
